image,roi,item_id,count
rewards/3.png,"[178,140,935,440]",ap_supply_lt_n,1
rewards/3.png,"[178,140,935,440]",item_adventureexp,1
rewards/3.png,"[178,140,935,440]",item_cbp_exp,1
rewards/3.png,"[178,140,935,440]",item_char_skill_level_1_6,1
rewards/3.png,"[178,140,935,440]",item_diamond,1
rewards/3.png,"[178,140,935,440]",item_expcard_stage1_high,1
rewards/3.png,"[178,140,935,440]",item_gold,1
rewards/3.png,"[178,140,935,440]",item_weapon_expcard_high,1
rewards/4.png,"[178,140,935,440]",item_char_skill_level_7_12,1
rewards/4.png,"[178,140,935,440]",item_diamond,1
rewards/4.png,"[178,140,935,440]",item_expcard_stage2_low,1
rewards/4.png,"[178,140,935,440]",item_gold,1
rewards/4.png,"[178,140,935,440]",item_originium_recharge,1
rewards/4.png,"[178,140,935,440]",item_weapon_expcard_high,1
shipment/1.png,"[43,169,480,408]",item_bottled_rec_hp_1,1
shipment/1.png,"[43,169,480,408]",item_bottled_rec_hp_3,1
shipment/1.png,"[43,169,480,408]",item_carbon_mtl,1
shipment/1.png,"[43,169,480,408]",item_crystal_enr,1
shipment/1.png,"[43,169,480,408]",item_crystal_shell,1
shipment/1.png,"[43,169,480,408]",item_equip_script_1,1
shipment/1.png,"[43,169,480,408]",item_equip_script_2,1
shipment/1.png,"[43,169,480,408]",item_equip_script_3,1
shipment/1.png,"[43,169,480,408]",item_glass_bottle,1
shipment/1.png,"[43,169,480,408]",item_glass_enr_cmpt,1
shipment/1.png,"[43,169,480,408]",item_iron_cmpt,1
shipment/1.png,"[43,169,480,408]",item_iron_enr_cmpt,1
shipment/1.png,"[43,169,480,408]",item_plant_moss_powder_3,1
shipment/1.png,"[43,169,480,408]",item_proc_battery_3,1
shipment/1.png,"[43,169,480,408]",item_proc_bomb_1,1
shipment/2.png,"[43,169,480,408]",item_bottled_rec_hp_1,1
shipment/2.png,"[43,169,480,408]",item_bottled_rec_hp_3,1
shipment/2.png,"[43,169,480,408]",item_carbon_mtl,1
shipment/2.png,"[43,169,480,408]",item_crystal_enr,1
shipment/2.png,"[43,169,480,408]",item_crystal_shell,1
shipment/2.png,"[43,169,480,408]",item_equip_script_1,1
shipment/2.png,"[43,169,480,408]",item_equip_script_2,1
shipment/2.png,"[43,169,480,408]",item_equip_script_3,1
shipment/2.png,"[43,169,480,408]",item_glass_bottle,1
shipment/2.png,"[43,169,480,408]",item_glass_enr_cmpt,1
shipment/2.png,"[43,169,480,408]",item_iron_cmpt,1
shipment/2.png,"[43,169,480,408]",item_iron_enr_cmpt,1
shipment/2.png,"[43,169,480,408]",item_plant_moss_powder_3,1
shipment/2.png,"[43,169,480,408]",item_proc_battery_3,1
shipment/2.png,"[43,169,480,408]",item_proc_bomb_1,1
shipment/3.png,"[43,169,480,408]",item_bottled_rec_hp_5,1
shipment/3.png,"[43,169,480,408]",item_carbon_mtl,1
shipment/3.png,"[43,169,480,408]",item_crystal_powder,1
shipment/3.png,"[43,169,480,408]",item_equip_script_1,1
shipment/3.png,"[43,169,480,408]",item_equip_script_2,1
shipment/3.png,"[43,169,480,408]",item_iron_enr,1
shipment/3.png,"[43,169,480,408]",item_iron_enr_powder,1
shipment/3.png,"[43,169,480,408]",item_iron_nugget,1
shipment/3.png,"[43,169,480,408]",item_iron_powder,1
shipment/3.png,"[43,169,480,408]",item_originium_enr_powder,1
shipment/3.png,"[43,169,480,408]",item_originium_powder,1
shipment/3.png,"[43,169,480,408]",item_plant_moss_powder_1,1
shipment/3.png,"[43,169,480,408]",item_plant_moss_powder_3,1
shipment/3.png,"[43,169,480,408]",item_proc_bomb_1,1
shipment/3.png,"[43,169,480,408]",item_quartz_glass,1
shipment/4.png,"[43,169,480,408]",item_crystal_enr_powder,1
shipment/4.png,"[43,169,480,408]",item_fbottle_iron_xiranite,1
shipment/4.png,"[43,169,480,408]",item_fbottle_iron_xiranite_enr,1
shipment/4.png,"[43,169,480,408]",item_glass_cmpt,1
shipment/4.png,"[43,169,480,408]",item_iron_enr_bottle,1
shipment/4.png,"[43,169,480,408]",item_plant_bbflower_powder_1,1
shipment/4.png,"[43,169,480,408]",item_plant_moss_enr_powder_1,1
shipment/4.png,"[43,169,480,408]",item_quartz_enr,1
shipment/4.png,"[43,169,480,408]",item_quartz_enr_powder,1
shipment/4.png,"[43,169,480,408]",item_quartz_powder,1
shipment/5.png,"[43,169,480,408]",item_agfly_1_agmelee_1_moss_2_1,1
shipment/5.png,"[43,169,480,408]",item_bottled_flower1spc_3,1
shipment/5.png,"[43,169,480,408]",item_bottled_flower2spc_3,1
shipment/5.png,"[43,169,480,408]",item_bottled_insec1_2,1
shipment/5.png,"[43,169,480,408]",item_bottled_insec2_2,1
shipment/5.png,"[43,169,480,408]",item_corp3_grass1_1,1
shipment/5.png,"[43,169,480,408]",item_corp4_grass2_1,1
shipment/5.png,"[43,169,480,408]",item_erhound_1_agmelee_1_moss_1_1,1
shipment/5.png,"[43,169,480,408]",item_ethillu_1_wgslime_1_wgthorns_1_1,1
shipment/5.png,"[43,169,480,408]",item_fbottle_iron_water,1
shipment/5.png,"[43,169,480,408]",item_hscrane_1_hsmob_1_grass_1_1,1
shipment/5.png,"[43,169,480,408]",item_iron_bottle,1
shipment/5.png,"[43,169,480,408]",item_lbmob_1_lbshamman_1_sp_1_1,1
shipment/5.png,"[43,169,480,408]",item_plant_grass_spc_powder_1,1
shipment/5.png,"[43,169,480,408]",item_plant_moss_spc_powder_1,1
shipment/6.png,"[43,169,480,408]",item_agmelee_1_moss_1_lbmob_1_1,1
shipment/6.png,"[43,169,480,408]",item_bottled_flower1spc_2,1
shipment/6.png,"[43,169,480,408]",item_bottled_flower2spc_2,1
shipment/6.png,"[43,169,480,408]",item_bottled_food_2,1
shipment/6.png,"[43,169,480,408]",item_bottled_grass2spc_2,1
shipment/6.png,"[43,169,480,408]",item_bottled_insec2_1,1
shipment/6.png,"[43,169,480,408]",item_bottled_rec_hp_4,1
shipment/6.png,"[43,169,480,408]",item_corp1_animal_1,1
shipment/6.png,"[43,169,480,408]",item_corp3_animal_1,1
shipment/6.png,"[43,169,480,408]",item_lbshield_1_slimeml_1_dog_1_1,1
shipment/6.png,"[43,169,480,408]",item_plant_grass_powder_2,1
shipment/6.png,"[43,169,480,408]",item_plant_grass_spc_powder_2,1
shipment/6.png,"[43,169,480,408]",item_plant_moss_powder_2,1
shipment/6.png,"[43,169,480,408]",item_sp_1_moss_1_agmelee_1_1,1
shipment/6.png,"[43,169,480,408]",item_xiranite_powder,1
shipment/7.png,"[43,169,480,408]",item_agmelee_1_moss_1_lbmob_1_1,1
shipment/7.png,"[43,169,480,408]",item_bottled_flower1spc_1,1
shipment/7.png,"[43,169,480,408]",item_bottled_flower1spc_2,1
shipment/7.png,"[43,169,480,408]",item_bottled_flower2spc_2,1
shipment/7.png,"[43,169,480,408]",item_bottled_food_1,1
shipment/7.png,"[43,169,480,408]",item_bottled_insec1_1,1
shipment/7.png,"[43,169,480,408]",item_corp1_animal_1,1
shipment/7.png,"[43,169,480,408]",item_corp3_animal_1,1
shipment/7.png,"[43,169,480,408]",item_equip_script_4_1,1
shipment/7.png,"[43,169,480,408]",item_jzmonk_1_hsmob_1_1,1
shipment/7.png,"[43,169,480,408]",item_slimeml_1_erhound_1_agfly_1_1,1
shipment/8.png,"[43,169,480,408]",item_copper_cmpt,1
shipment/8.png,"[43,169,480,408]",item_copper_enr2_cmpt,1
shipment/8.png,"[43,169,480,408]",item_copper_jar,1
shipment/8.png,"[43,169,480,408]",item_copper_nugget,1
shipment/8.png,"[43,169,480,408]",item_equip_script_4,1
shipment/8.png,"[43,169,480,408]",item_equip_script_4_2,1
shipment/8.png,"[43,169,480,408]",item_filter_core,1
shipment/8.png,"[43,169,480,408]",item_gasjar_copper_gas_inert,1
shipment/8.png,"[43,169,480,408]",item_iron_bottle,1
shipment/8.png,"[43,169,480,408]",item_iron_cmpt,1
shipment/8.png,"[43,169,480,408]",item_iron_powder,1
shipment/8.png,"[43,169,480,408]",item_plant_moss_powder_3,1
shipment/8.png,"[43,169,480,408]",item_xiranite_enr_powder,1
shipment/8.png,"[43,169,480,408]",item_xiranite_poly,1
shipment/8.png,"[43,169,480,408]",item_xiranite_powder,1
shipment/9.png,"[43,169,480,408]",item_bottled_rec_hp_5,1
shipment/9.png,"[43,169,480,408]",item_carbon_enr,1
shipment/9.png,"[43,169,480,408]",item_carbon_enr_powder,1
shipment/9.png,"[43,169,480,408]",item_carbon_mtl,1
shipment/9.png,"[43,169,480,408]",item_carbon_powder,1
shipment/9.png,"[43,169,480,408]",item_copper_enr_cmpt,1
shipment/9.png,"[43,169,480,408]",item_equip_script_4_1,1
shipment/9.png,"[43,169,480,408]",item_equip_script_4_3,1
shipment/9.png,"[43,169,480,408]",item_fbottle_copper_grass_2,1
shipment/9.png,"[43,169,480,408]",item_fbottle_iron_xiranite,1
shipment/9.png,"[43,169,480,408]",item_iron_nugget,1
shipment/9.png,"[43,169,480,408]",item_originium_powder,1
shipment/9.png,"[43,169,480,408]",item_plant_grass_powder_1,1
shipment/9.png,"[43,169,480,408]",item_plant_grass_powder_2,1
shipment/9.png,"[43,169,480,408]",item_proc_battery_5,1
shipment/10.png,"[43,169,480,408]",item_bottled_insec2_2,1
shipment/10.png,"[43,169,480,408]",item_copper_bottle,1
shipment/10.png,"[43,169,480,408]",item_copper_enr,1
shipment/10.png,"[43,169,480,408]",item_copper_powder,1
shipment/10.png,"[43,169,480,408]",item_corp3_grass1_1,1
shipment/10.png,"[43,169,480,408]",item_corp4_grass2_1,1
shipment/10.png,"[43,169,480,408]",item_crystal_enr,1
shipment/10.png,"[43,169,480,408]",item_crystal_enr_powder,1
shipment/10.png,"[43,169,480,408]",item_crystal_powder,1
shipment/10.png,"[43,169,480,408]",item_ethillu_1_wgslime_1_wgthorns_1_1,1
shipment/10.png,"[43,169,480,408]",item_fbottle_iron_water,1
shipment/10.png,"[43,169,480,408]",item_fbottle_iron_xiranite_enr,1
shipment/10.png,"[43,169,480,408]",item_hscrane_1_hsmob_1_grass_1_1,1
shipment/10.png,"[43,169,480,408]",item_originium_enr_powder,1
shipment/10.png,"[43,169,480,408]",item_proc_battery_3,1
shipment/11.png,"[43,169,480,408]",item_agmelee_1_moss_1_lbmob_1_1,1
shipment/11.png,"[43,169,480,408]",item_agrange_1_erhound_1_sp_1_1,1
shipment/11.png,"[43,169,480,408]",item_bottled_flower1spc_2,1
shipment/11.png,"[43,169,480,408]",item_bottled_flower2spc_3,1
shipment/11.png,"[43,169,480,408]",item_bottled_grass2spc_2,1
shipment/11.png,"[43,169,480,408]",item_erhound_1_agmelee_1_moss_1_1,1
shipment/11.png,"[43,169,480,408]",item_iron_enr,1
shipment/11.png,"[43,169,480,408]",item_iron_enr_cmpt,1
shipment/11.png,"[43,169,480,408]",item_iron_enr_powder,1
shipment/11.png,"[43,169,480,408]",item_lbmob_1_lbshamman_1_sp_1_1,1
shipment/11.png,"[43,169,480,408]",item_lbshamman_1_agmelee_1_1,1
shipment/11.png,"[43,169,480,408]",item_plant_grass_spc_powder_2,1
